question_id,attempts,success_rate,avg_time,median_time,time_std,success_z,time_z,difficulty
q11229,10,0.9,20.3,21.0,2.6267851073127395,0.8260704293194598,-0.48131177900426114,-1.307382208323721
q1123,24,0.75,17.875,17.0,4.046603514059661,-0.011551278667371843,-0.6841537106356821,-0.6726024319683103
q11230,21,0.9523809523809523,20.80952380952381,20.0,4.791858174226859,1.1185732479815276,-0.43869207024714374,-1.5572653182286713
q11231,12,0.75,21.083333333333332,22.0,5.177895910561167,-0.011551278667371843,-0.41578895572813224,-0.4042376770607604
q11232,17,0.8235294117647058,20.764705882352942,21.0,1.821037196376899,0.3990475977967611,-0.4424409176364449,-0.8414885154332059
q11233,17,0.7647058823529411,23.176470588235293,23.0,2.0686739145418453,0.07056849662545449,-0.2407060674996771,-0.3112745641251316
q11234,18,0.6666666666666666,21.5,23.0,3.9145279934833392,-0.4768966719933896,-0.380936390155723,0.09596028183766658
q11235,16,0.9375,20.5625,20.0,3.558440669731617,1.0354758563161677,-0.45935466269364345,-1.494830519009811
q11236,18,0.8888888888888888,20.666666666666668,21.0,2.3008949665421103,0.7640243768759905,-0.4506415213005411,-1.2146658981765315
q11237,12,0.9166666666666666,22.083333333333332,22.0,2.9063670960444234,0.919139507984663,-0.3321427983543504,-1.2512823063390135
q11238,20,0.8,23.9,22.5,4.4944410108488455,0.26765595732823894,-0.1801856124586468,-0.4478415697868857
q11239,24,0.875,21.25,21.0,6.374200717157304,0.6864668113216544,-0.4018479294991685,-1.088314740820823
q1124,35,0.9428571428571428,18.4,17.0,6.852221623420433,1.0653909173156972,-0.6402394780144468,-1.705630395330144
q11240,30,0.6666666666666666,21.366666666666667,21.0,2.8945052978946553,-0.4768966719933896,-0.3920892111388939,0.0848074608544957
q11241,15,0.9333333333333333,20.066666666666666,20.0,3.0814344217000778,1.012208586649867,-0.5008292157248103,-1.513037802374677
q11242,12,1.0,21.916666666666668,22.0,1.6764862244009229,1.3844849013106808,-0.3460838245833138,-1.7305687258939946
q11243,18,0.9444444444444444,21.11111111111111,22.0,5.097737547635731,1.0742546390933356,-0.4134654513566382,-1.4877200904499739
q11244,19,0.8947368421052632,22.789473684210527,22.0,7.405545574983513,0.7966801939515008,-0.273076871436899,-1.0697570653883999
q11245,20,0.7,21.25,22.0,5.230225918437436,-0.29075851466298264,-0.4018479294991685,-0.11108941483618584
q11246,20,0.75,21.55,21.0,3.5314377570019477,-0.011551278667371843,-0.3767540822870339,-0.36520280361966206
q11247,15,0.9333333333333333,21.0,20.0,5.843188953205018,1.012208586649867,-0.42275946884261395,-1.4349680554924809
q11248,14,0.9285714285714286,20.571428571428573,21.0,3.5238590235113576,0.9856174213169516,-0.45860782200280603,-1.4442252433197575
q11249,269,0.8401486988847584,21.41635687732342,21.0,5.640130737654493,0.49185210221690756,-0.3879328159583628,-0.8797849181752704
q1125,41,0.8536585365853658,17.146341463414632,17.0,4.333364602763977,0.5672929910796255,-0.7451031972586513,-1.3123961883382766
q11259,284,0.7711267605633803,18.454225352112676,18.0,3.9824726101229793,0.10642360978147751,-0.635703735677981,-0.7421273454594585
q1126,39,0.7948717948717948,18.153846153846153,17.0,4.522100475724816,0.23901931773894503,-0.660829301367993,-0.899848619106938
q11261,277,0.5234657039711191,20.137184115523464,19.0,5.529495024907013,-1.2765515717160765,-0.494930702100137,0.7816208696159395
q11262,279,0.8458781362007168,16.397849462365592,16.0,6.525775873736037,0.5238461093528848,-0.8077116769714162,-1.3315577863243009
q11263,274,0.781021897810219,18.474452554744527,18.0,4.072745637185463,0.16167948819121888,-0.6340118079034058,-0.7956912960946247
q11269,25,1.0,18.25312,18.667,6.67590413552102,1.3844849013106808,-0.6525254256095078,-2.0370103269201887
q11270,25,0.84,18.25312,18.667,6.67590413552102,0.49102174612472693,-0.6525254256095078,-1.1435471717342347
q11271,25,0.96,18.25312,18.667,6.67590413552102,1.1611191125141922,-0.6525254256095078,-1.8136445381236999
q11272,27,0.6296296296296297,24.333,23.666,12.716899721962957,-0.6837168468049526,-0.1439668263157993,0.5397500204891533
q11273,27,0.37037037037037035,24.333,23.666,12.716899721962957,-2.131458070485896,-0.1439668263157993,1.9874912441700967
q11274,27,0.7037037037037037,24.333,23.666,12.716899721962957,-0.2700764971818259,-0.1439668263157993,0.12610967086602662
q11275,16,0.9375,15.749875,17.0,5.922375028933352,1.0354758563161677,-0.8619122508246402,-1.8973881071408079
q11276,16,0.875,15.749875,17.0,5.922375028933352,0.6864668113216544,-0.8619122508246402,-1.5483790621462945
q11277,16,0.9375,15.749875,17.0,5.922375028933352,1.0354758563161677,-0.8619122508246402,-1.8973881071408079
q11278,18,0.7777777777777778,20.703500000000002,18.6665,9.479874187859618,0.14356385244130074,-0.4475605545039401,-0.5911244069452408
q11279,18,0.8333333333333334,20.703500000000002,18.6665,9.479874187859618,0.4537941146586459,-0.4475605545039401,-0.901354669162586
q1128,19,0.8421052631578947,16.894736842105264,16.0,2.131633094395658,0.5027778402719104,-0.7661489570086655,-1.2689267972805758
q11280,18,0.3888888888888889,20.703500000000002,18.6665,9.479874187859618,-2.0280479830801146,-0.4475605545039401,1.5804874285761745
q11281,23,0.9565217391304348,21.36204347826087,22.667,7.452071575793607,1.1416960004449326,-0.39247592308385393,-1.5341719235287865
q11282,23,0.30434782608695654,21.36204347826087,22.667,7.452071575793607,-2.5001375125412917,-0.39247592308385393,2.1076615894574378
q11283,23,0.7391304347826086,21.36204347826087,22.667,7.452071575793607,-0.07224850388380918,-0.39247592308385393,-0.3202274192000447
q11284,16,0.5,26.958,24.166,20.55770811804338,-1.4075874586454244,0.07560433679037795,1.4831917954358025
q11285,16,0.9375,26.958,24.166,20.55770811804338,1.0354758563161677,0.07560433679037795,-0.9598715195257898
q11286,16,0.875,26.958,24.166,20.55770811804338,0.6864668113216544,0.07560433679037795,-0.6108624745312765
q11287,22,0.6818181818181818,26.21181818181818,25.8335,10.293282440210188,-0.3922884186613865,0.013189094997287014,0.40547751365867346
q11288,22,0.5454545454545454,26.21181818181818,25.8335,10.293282440210188,-1.1537626986494152,0.013189094997287014,1.1669517936467022
q11289,22,0.5,26.21181818181818,25.8335,10.293282440210188,-1.4075874586454244,0.013189094997287014,1.4207765536427115
q1129,22,0.9545454545454546,16.863636363636363,17.0,1.5521246435421705,1.1306601413146715,-0.768750392525075,-1.8994105338397467
q11290,15,0.8666666666666667,29.310999999999996,26.0,10.021644304774968,0.6399322719890529,0.2724237450908864,-0.3675085268981665
q11291,15,0.6,29.310999999999996,26.0,10.021644304774968,-0.8491729866542035,0.2724237450908864,1.12159673174509
q11292,15,0.7333333333333333,29.310999999999996,26.0,10.021644304774968,-0.10462035733257564,0.2724237450908864,0.37704410242346204
q11293,22,0.9545454545454546,24.348181818181818,23.666,7.796019330013196,1.1306601413146715,-0.1426969255629427,-1.2733570668776142
q11294,22,0.8636363636363636,24.348181818181818,23.666,7.796019330013196,0.6230106213226522,-0.1426969255629427,-0.7657075468855948
q11295,22,0.5,24.348181818181818,23.666,7.796019330013196,-1.4075874586454244,-0.1426969255629427,1.2648905330824818
q11296,20,0.85,29.94965,28.6665,10.459154671865218,0.546863193323849,0.3258443634976523,-0.22101882982619675
q11297,20,0.7,29.94965,28.6665,10.459154671865218,-0.29075851466298264,0.3258443634976523,0.616602878160635
q11298,20,0.5,29.94965,28.6665,10.459154671865218,-1.4075874586454244,0.3258443634976523,1.7334318221430767
q11299,17,0.8235294117647058,18.686117647058822,20.333,7.419537897355475,0.3990475977967611,-0.6163068362811482,-1.0153544340779093
q113,17,0.9411764705882353,22.88235294117647,23.0,3.079820468411602,1.0560058001393742,-0.2653078784919658,-1.32131367863134
q1130,42,0.7380952380952381,16.095238095238095,16.0,3.237053190258409,-0.07802919199965982,-0.8330239550092581,-0.7549947630095982
q11300,17,0.5882352941176471,18.686117647058822,20.333,7.419537897355475,-0.9148688068884646,-0.6163068362811482,0.2985619706073164
q11301,17,0.7058823529411765,18.686117647058822,20.333,7.419537897355475,-0.25791060454585146,-0.6163068362811482,-0.3583962317352968
q11302,17,0.7647058823529411,17.901705882352942,19.333,7.876396604449792,0.07056849662545449,-0.6819198661975822,-0.7524883628230367
q11303,17,0.47058823529411764,17.901705882352942,19.333,7.876396604449792,-1.5718270092310778,-0.6819198661975822,0.8899071430334956
q11304,17,0.7647058823529411,17.901705882352942,19.333,7.876396604449792,0.07056849662545449,-0.6819198661975822,-0.7524883628230367
q11305,23,0.782608695652174,27.869304347826088,25.666,11.30873136295693,0.17054039698193957,0.1518314436840506,-0.018708953297888964
q11306,23,0.6521739130434783,27.869304347826088,25.666,11.30873136295693,-0.5578263056153054,0.1518314436840506,0.7096577492993561
q11307,23,0.43478260869565216,27.869304347826088,25.666,11.30873136295693,-1.771770809944047,0.1518314436840506,1.9236022536280977
q11308,20,0.6,29.4998,27.0,11.904380249126346,-0.8491729866542035,0.28821613960305675,1.1373891262572602
q11309,20,0.3,29.4998,27.0,11.904380249126346,-2.5244164026278666,0.28821613960305675,2.8126325422309235
q1131,20,0.95,16.3,16.0,3.7289761541064776,1.10527766531507,-0.8158964084993884,-1.9211740738144583
q11310,20,1.0,29.4998,27.0,11.904380249126346,1.3844849013106808,0.28821613960305675,-1.096268761707624
q11311,16,0.875,22.9373125,23.8335,5.732595650822875,0.6864668113216544,-0.26071072258541916,-0.9471775339070736
q11312,16,0.625,22.9373125,23.8335,5.732595650822875,-0.7095693686563982,-0.26071072258541916,0.44885864607097903
q11313,16,0.8125,22.9373125,23.8335,5.732595650822875,0.3374577663271413,-0.26071072258541916,-0.5981684889125605
q11314,23,0.9565217391304348,22.76786956521739,23.333,9.733008487075626,1.1416960004449326,-0.27488397297412104,-1.4165799734190536
q11315,23,0.391304347826087,23.30413043478261,23.666,9.702084931996213,-2.0145597108097952,-0.23002781188506738,1.7845318989247279
q11316,23,0.6956521739130435,23.30413043478261,23.666,9.702084931996213,-0.3150374047495573,-0.23002781188506738,0.08500959286448995
q11317,9,0.6666666666666666,18.962777777777777,18.333,7.871495502408957,-0.4768966719933896,-0.5931652794479795,-0.11626860745458989
q11318,9,0.6666666666666666,18.962777777777777,18.333,7.871495502408957,-0.4768966719933896,-0.5931652794479795,-0.11626860745458989
q11319,9,0.4444444444444444,18.962777777777777,18.333,7.871495502408957,-1.7178177208627696,-0.5931652794479795,1.1246524414147903
q1132,71,0.704225352112676,17.985915492957748,17.0,3.587649281101082,-0.26716353697321277,-0.6748760558565478,-0.407712518883335
q11320,20,0.8,21.216450000000002,23.6665,7.3462951312388185,0.26765595732823894,-0.4046542580790587,-0.6723102154072976
q11321,20,0.45,21.216450000000002,23.6665,7.3462951312388185,-1.6867946946410348,-0.4046542580790587,1.2821404365619762
q11322,20,0.5,21.216450000000002,23.6665,7.3462951312388185,-1.4075874586454244,-0.4046542580790587,1.0029332005663658
q1133,52,0.9038461538461539,13.653846153846153,14.0,3.180113547020877,0.8475479090114298,-1.0372370095500112,-1.884784918561441
q1134,21,0.7619047619047619,14.476190476190476,13.0,3.340943693315522,0.05492663466491614,-0.968451066947762,-1.0233777016126782
q1135,25,0.64,17.2,17.0,1.6072751268321595,-0.6258071978577149,-0.7406148668629848,-0.11480766900526995
q1137,40,0.775,16.25,17.0,4.143267631552018,0.12805233933043353,-0.8200787163680775,-0.948131055698511
q1138,22,0.9090909090909091,18.318181818181817,18.0,1.7011582507043232,0.8768353813186615,-0.6470832545268471,-1.5239186358455086
q114,26,0.8461538461538461,25.423076923076923,23.0,12.756717687314637,0.5253857136318791,-0.05278608045857898,-0.5781717940904582
q1140,28,0.8571428571428571,17.285714285714285,17.0,1.8430478552727265,0.5867499413232219,-0.7334451962309464,-1.3201951375541683
q1141,28,0.75,16.785714285714285,16.0,4.7947281455175315,-0.011551278667371843,-0.7752682749178373,-0.7637169962504655
q1142,38,0.7631578947368421,16.236842105263158,15.0,4.480795118426458,0.06192430975252589,-0.8211793237019431,-0.8831036334544691
q1143,36,0.8333333333333334,17.11111111111111,16.0,4.367266407378404,0.4537941146586459,-0.7480500808517654,-1.2018441955104113
q1144,28,0.75,15.928571428571429,15.0,4.852861480638464,-0.011551278667371843,-0.8469649812382216,-0.8354137025708498
q1145,21,0.9047619047619048,15.19047619047619,15.0,3.789710379686653,0.852661594652375,-0.908703811680775,-1.7613654063331499
q1146,72,0.9166666666666666,16.194444444444443,15.0,3.7100506389197685,0.919139507984663,-0.8247257251110656,-1.7438652330957285
q1147,26,0.8461538461538461,15.26923076923077,15.0,2.6766799182224594,0.5253857136318791,-0.9021162937923635,-1.4275020074242426
q1148,43,1.0,12.511627906976743,12.0,2.848325264191438,1.3844849013106808,-1.132779176782855,-2.517264078093536
q1149,43,0.8372093023255814,14.651162790697674,15.0,2.180909824670522,0.4754380864412514,-0.9538153051924381,-1.4292533916336896
q115,47,0.5957446808510638,22.76595744680851,23.0,4.644832406568226,-0.8729353046112768,-0.27504391433146735,0.5978913902798094
q1150,34,0.9117647058823529,17.264705882352942,17.0,2.0642530900944176,0.8917662495537209,-0.7352024684446812,-1.626968717998402
q1151,26,0.8076923076923077,15.346153846153847,15.0,8.606705793472008,0.31061091671217883,-0.8956819739943802,-1.206292890706559
q1152,20,1.0,15.7,15.5,2.319255778999171,1.3844849013106808,-0.8660841029236576,-2.2505690042343383
q11523,2,1.0,40.0,40.0,23.68807716974934,1.3844849013106808,1.1665175212592405,-0.21796738005144034
q11524,2,1.0,40.0,40.0,23.68807716974934,1.3844849013106808,1.1665175212592405,-0.21796738005144034
q11525,2,1.0,40.0,40.0,23.68807716974934,1.3844849013106808,1.1665175212592405,-0.21796738005144034
q11526,2,1.0,40.0,40.0,23.68807716974934,1.3844849013106808,1.1665175212592405,-0.21796738005144034
q11527,1,1.0,18.5,18.5,0.0,1.3844849013106808,-0.6318748622770685,-2.016359763587749
q11528,1,1.0,18.5,18.5,0.0,1.3844849013106808,-0.6318748622770685,-2.016359763587749
q11529,1,1.0,18.5,18.5,0.0,1.3844849013106808,-0.6318748622770685,-2.016359763587749
q1153,36,0.6388888888888888,17.63888888888889,18.0,4.992295651603165,-0.6320118031020622,-0.7039034977933806,-0.0718916946913184
q11530,1,1.0,18.5,18.5,0.0,1.3844849013106808,-0.6318748622770685,-2.016359763587749
q11531,2,0.5,51.0,51.0,38.53731957466684,-1.4075874586454244,2.0866252523708404,3.4942127110162646
q11532,2,1.0,51.0,51.0,38.53731957466684,1.3844849013106808,2.0866252523708404,0.7021403510601596
q11533,2,1.0,51.0,51.0,38.53731957466684,1.3844849013106808,2.0866252523708404,0.7021403510601596
q11534,2,1.0,51.0,51.0,38.53731957466684,1.3844849013106808,2.0866252523708404,0.7021403510601596
q11535,2,1.0,35.5,35.5,4.596194077712559,1.3844849013106808,0.7901098130772223,-0.5943750882334585
q11536,2,0.5,35.5,35.5,4.596194077712559,-1.4075874586454244,0.7901098130772223,2.197697271722647
q11537,2,0.5,35.5,35.5,4.596194077712559,-1.4075874586454244,0.7901098130772223,2.197697271722647
q11538,2,0.5,35.5,35.5,4.596194077712559,-1.4075874586454244,0.7901098130772223,2.197697271722647
q11539,7,0.42857142857142855,36.32142857142857,33.25,7.805866231178167,-1.806454938639154,0.8588191566342572,2.665274095273411
q1154,28,0.8214285714285714,17.607142857142858,17.0,2.739820022668233,0.3873162013263573,-0.7065589313608022,-1.0938751326871594
q11540,7,0.5714285714285714,36.32142857142857,33.25,7.805866231178167,-1.0087199786516954,0.8588191566342572,1.8675391352859525
q11541,7,0.42857142857142855,36.32142857142857,33.25,7.805866231178167,-1.806454938639154,0.8588191566342572,2.665274095273411
q11542,7,0.5714285714285714,36.32142857142857,33.25,7.805866231178167,-1.0087199786516954,0.8588191566342572,1.8675391352859525
q11543,3,1.0,23.583333333333332,24.25,12.51332622979731,1.3844849013106808,-0.2066735622936777,-1.5911584636043585
q11544,3,1.0,23.583333333333332,24.25,12.51332622979731,1.3844849013106808,-0.2066735622936777,-1.5911584636043585
q11545,3,1.0,23.583333333333332,24.25,12.51332622979731,1.3844849013106808,-0.2066735622936777,-1.5911584636043585
q11546,3,1.0,23.583333333333332,24.25,12.51332622979731,1.3844849013106808,-0.2066735622936777,-1.5911584636043585
q11547,5,0.4,41.95,34.5,14.131525041551603,-1.9660019306366454,1.3296275281381151,3.2956294587747603
q11548,5,0.4,41.95,34.5,14.131525041551603,-1.9660019306366454,1.3296275281381151,3.2956294587747603
q11549,5,0.8,41.95,34.5,14.131525041551603,0.26765595732823894,1.3296275281381151,1.0619715708098763
q1155,50,0.9,16.46,15.0,5.555692061815005,0.8260704293194598,-0.8025130233195833,-1.628583452639043
q11550,5,0.4,41.95,34.5,14.131525041551603,-1.9660019306366454,1.3296275281381151,3.2956294587747603
q11551,2,1.0,34.625,34.625,2.6516504294495533,1.3844849013106808,0.7169194253751632,-0.6675654759355176
q11552,2,0.5,34.625,34.625,2.6516504294495533,-1.4075874586454244,0.7169194253751632,2.1245068840205876
q11553,2,1.0,34.625,34.625,2.6516504294495533,1.3844849013106808,0.7169194253751632,-0.6675654759355176
q11554,2,1.0,34.625,34.625,2.6516504294495533,1.3844849013106808,0.7169194253751632,-0.6675654759355176
q11555,2,1.0,26.0,26.0,0.0,1.3844849013106808,-0.004528681973704884,-1.3890135832843857
q11556,2,0.5,26.0,26.0,0.0,-1.4075874586454244,-0.004528681973704884,1.4030587766717195
q11557,2,1.0,26.0,26.0,0.0,1.3844849013106808,-0.004528681973704884,-1.3890135832843857
q11558,2,1.0,26.0,26.0,0.0,1.3844849013106808,-0.004528681973704884,-1.3890135832843857
q11559,9,1.0,21.97222222222222,22.25,13.222521296804343,1.3844849013106808,-0.34143681584032615,-1.725921717151007
q1156,29,0.8275862068965517,18.655172413793103,15.0,13.433103731530887,0.4217013289120237,-0.6188952861328609,-1.0405966150448847
q11560,9,1.0,21.97222222222222,22.25,13.222521296804343,1.3844849013106808,-0.34143681584032615,-1.725921717151007
q11561,9,0.4444444444444444,21.97222222222222,22.25,13.222521296804343,-1.7178177208627696,-0.34143681584032615,1.3763809050224434
q11562,9,0.5555555555555556,21.97222222222222,22.25,13.222521296804343,-1.0973571964280793,-0.34143681584032615,0.7559203805877531
q11563,2,1.0,25.375,25.375,6.894291116568838,1.3844849013106808,-0.056807530332318515,-1.4412924316429994
q11564,2,1.0,25.375,25.375,6.894291116568838,1.3844849013106808,-0.056807530332318515,-1.4412924316429994
q11565,2,1.0,25.375,25.375,6.894291116568838,1.3844849013106808,-0.056807530332318515,-1.4412924316429994
q11566,2,1.0,25.375,25.375,6.894291116568838,1.3844849013106808,-0.056807530332318515,-1.4412924316429994
q11567,3,1.0,41.166666666666664,32.75,17.24154382105423,1.3844849013106808,1.2641047048619858,-0.12038019644869502
q11568,3,1.0,41.166666666666664,32.75,17.24154382105423,1.3844849013106808,1.2641047048619858,-0.12038019644869502
q11569,3,1.0,41.166666666666664,32.75,17.24154382105423,1.3844849013106808,1.2641047048619858,-0.12038019644869502
q1157,37,0.7027027027027027,17.64864864864865,17.0,1.9750698470942498,-0.27566623163619236,-0.7030871313925854,-0.427420899756393
q11570,3,0.6666666666666666,41.166666666666664,32.75,17.24154382105423,-0.4768966719933896,1.2641047048619858,1.7410013768553754
q11571,4,1.0,15.6875,17.5,3.625,1.3844849013106808,-0.8671296798908298,-2.2516145812015105
q11572,4,1.0,15.6875,17.5,3.625,1.3844849013106808,-0.8671296798908298,-2.2516145812015105
q11573,4,1.0,15.6875,17.5,3.625,1.3844849013106808,-0.8671296798908298,-2.2516145812015105
q11574,4,1.0,15.6875,17.5,3.625,1.3844849013106808,-0.8671296798908298,-2.2516145812015105
q11575,6,0.8333333333333334,44.833333333333336,41.5,13.279369964974492,0.4537941146586459,1.570807281899186,1.1170131672405401
q11576,6,0.5,44.833333333333336,41.5,13.279369964974492,-1.4075874586454244,1.570807281899186,2.9783947405446103
q11577,6,0.8333333333333334,44.833333333333336,41.5,13.279369964974492,0.4537941146586459,1.570807281899186,1.1170131672405401
q11578,6,0.8333333333333334,44.833333333333336,41.5,13.279369964974492,0.4537941146586459,1.570807281899186,1.1170131672405401
q11579,3,1.0,22.25,17.5,13.278271724889501,1.3844849013106808,-0.3182017721253867,-1.7026866734360675
q1158,38,0.8157894736842105,15.052631578947368,16.0,4.649599624850321,0.3558266634321156,-0.9202339837498426,-1.2760606471819582
q11580,3,1.0,22.25,17.5,13.278271724889501,1.3844849013106808,-0.3182017721253867,-1.7026866734360675
q11581,3,1.0,22.25,17.5,13.278271724889501,1.3844849013106808,-0.3182017721253867,-1.7026866734360675
q11582,3,1.0,22.25,17.5,13.278271724889501,1.3844849013106808,-0.3182017721253867,-1.7026866734360675
q11583,5,1.0,40.1,41.75,2.924038303442689,1.3844849013106808,1.1748821369966187,-0.2096027643140621
q11584,5,0.6,40.1,41.75,2.924038303442689,-0.8491729866542035,1.1748821369966187,2.024055123650822
q11585,5,0.4,40.1,41.75,2.924038303442689,-1.9660019306366454,1.1748821369966187,3.140884067633264
q11586,5,0.8,40.1,41.75,2.924038303442689,0.26765595732823894,1.1748821369966187,0.9072261796683798
q11587,5,1.0,31.5,33.5,7.582875444051551,1.3844849013106808,0.45552518358209504,-0.9289597177285858
q11588,5,0.8,31.5,33.5,7.582875444051551,0.26765595732823894,0.45552518358209504,0.1878692262538561
q11589,5,1.0,31.5,33.5,7.582875444051551,1.3844849013106808,0.45552518358209504,-0.9289597177285858
q1159,60,0.7833333333333333,19.383333333333333,18.0,4.847126238129309,0.17458687866303513,-0.5579874232635612,-0.7325743019265963
q11590,5,1.0,31.5,33.5,7.582875444051551,1.3844849013106808,0.45552518358209504,-0.9289597177285858
q11591,8,1.0,28.5625,24.875,9.449820482043942,1.3844849013106808,0.209814596296611,-1.1746703050140699
q11592,8,1.0,28.5625,24.875,9.449820482043942,1.3844849013106808,0.209814596296611,-1.1746703050140699
q11593,8,1.0,28.5625,24.875,9.449820482043942,1.3844849013106808,0.209814596296611,-1.1746703050140699
q11594,8,0.5,28.5625,24.875,9.449820482043942,-1.4075874586454244,0.209814596296611,1.6174020549420354
q11595,3,0.3333333333333333,28.333333333333332,31.75,8.178987304876646,-2.3382782452974595,0.1906456852317859,2.5289239305292455
q11596,3,0.6666666666666666,28.333333333333332,31.75,8.178987304876646,-0.4768966719933896,0.1906456852317859,0.6675423572251755
q11597,3,0.6666666666666666,28.333333333333332,31.75,8.178987304876646,-0.4768966719933896,0.1906456852317859,0.6675423572251755
q11598,3,0.6666666666666666,28.333333333333332,31.75,8.178987304876646,-0.4768966719933896,0.1906456852317859,0.6675423572251755
q11599,7,0.8571428571428571,27.392857142857142,26.75,8.832771770110284,0.5867499413232219,0.11197846579691974,-0.47477147552630217
q116,16,1.0,17.625,19.0,7.821977584558353,1.3844849013106808,-0.7050652499791276,-2.0895501512898083
q11600,7,0.5714285714285714,27.392857142857142,26.75,8.832771770110284,-1.0087199786516954,0.11197846579691974,1.1206984444486152
q11601,7,0.7142857142857143,27.392857142857142,26.75,8.832771770110284,-0.2109850186642364,0.11197846579691974,0.32296348446115614
q11602,7,1.0,27.392857142857142,26.75,8.832771770110284,1.3844849013106808,0.11197846579691974,-1.272506435513761
q11603,5,0.8,45.0,42.0,9.342443470527398,0.26765595732823894,1.5847483081281495,1.3170923507999106
q11604,5,0.6,45.0,42.0,9.342443470527398,-0.8491729866542035,1.5847483081281495,2.433921294782353
q11605,5,1.0,45.0,42.0,9.342443470527398,1.3844849013106808,1.5847483081281495,0.20026340681746868
q11606,5,0.6,45.0,42.0,9.342443470527398,-0.8491729866542035,1.5847483081281495,2.433921294782353
q11607,4,0.5,38.875,39.75,11.205467415507485,-1.4075874586454244,1.072415594213736,2.4800030528591606
q11608,4,0.75,38.875,39.75,11.205467415507485,-0.011551278667371843,1.072415594213736,1.0839668728811078
q11609,4,0.75,38.875,39.75,11.205467415507485,-0.011551278667371843,1.072415594213736,1.0839668728811078
q1161,49,0.7959183673469388,16.714285714285715,16.0,3.0138568866708537,0.24486352990002555,-0.7812430004445359,-1.0261065303445613
q11610,4,0.5,38.875,39.75,11.205467415507485,-1.4075874586454244,1.072415594213736,2.4800030528591606
q11611,10,0.5,33.175,33.0,12.283146764752281,-1.4075874586454244,0.5956324971831793,2.003219955828604
q11612,10,0.8,33.175,33.0,12.283146764752281,0.26765595732823894,0.5956324971831793,0.3279765398549404
q11613,10,0.7,33.175,33.0,12.283146764752281,-0.29075851466298264,0.5956324971831793,0.886391011846162
q11614,10,0.4,33.175,33.0,12.283146764752281,-1.9660019306366454,0.5956324971831793,2.5616344278198246
q11615,5,0.8,26.25,25.0,5.138701197773616,0.26765595732823894,0.01638285736974057,-0.2512730999584984
q11616,5,1.0,26.25,25.0,5.138701197773616,1.3844849013106808,0.01638285736974057,-1.3681020439409401
q11617,5,1.0,26.25,25.0,5.138701197773616,1.3844849013106808,0.01638285736974057,-1.3681020439409401
q11618,5,1.0,26.25,25.0,5.138701197773616,1.3844849013106808,0.01638285736974057,-1.3681020439409401
q11619,1,1.0,31.25,31.25,0.0,1.3844849013106808,0.4346136442386496,-0.9498712570720311
q1162,54,0.7777777777777778,19.666666666666668,19.0,3.5341994903706055,0.14356385244130074,-0.5342876786743229,-0.6778515311156237
q11620,1,1.0,31.25,31.25,0.0,1.3844849013106808,0.4346136442386496,-0.9498712570720311
q11621,1,1.0,31.25,31.25,0.0,1.3844849013106808,0.4346136442386496,-0.9498712570720311
q11622,1,1.0,31.25,31.25,0.0,1.3844849013106808,0.4346136442386496,-0.9498712570720311
q11623,4,0.75,28.625,29.625,4.566636252940086,-0.011551278667371843,0.21504248113247237,0.22659375979984422
q11624,4,0.75,28.625,29.625,4.566636252940086,-0.011551278667371843,0.21504248113247237,0.22659375979984422
q11625,4,0.5,28.625,29.625,4.566636252940086,-1.4075874586454244,0.21504248113247237,1.6226299397778967
q11626,4,1.0,28.625,29.625,4.566636252940086,1.3844849013106808,0.21504248113247237,-1.1694424201782083
q11627,4,0.5,26.625,26.375,5.035292113340265,-1.4075874586454244,0.04775016638490875,1.4553376250303331
q11628,4,1.0,26.625,26.375,5.035292113340265,1.3844849013106808,0.04775016638490875,-1.336734734925772
q11629,4,0.75,26.625,26.375,5.035292113340265,-0.011551278667371843,0.04775016638490875,0.05930144505228059
q1163,35,0.8857142857142857,16.428571428571427,16.0,3.3456355615823385,0.7462969333207137,-0.8051419025513309,-1.5514388358720446
q11630,4,0.5,26.625,26.375,5.035292113340265,-1.4075874586454244,0.04775016638490875,1.4553376250303331
q11631,5,1.0,49.55,57.75,12.557866060760482,1.3844849013106808,1.9653383241788565,0.5808534228681757
q11632,5,0.4,49.55,57.75,12.557866060760482,-1.9660019306366454,1.9653383241788565,3.9313402548155016
q11633,5,0.8,49.55,57.75,12.557866060760482,0.26765595732823894,1.9653383241788565,1.6976823668506176
q11634,5,0.8,49.55,57.75,12.557866060760482,0.26765595732823894,1.9653383241788565,1.6976823668506176
q11635,7,0.8571428571428571,33.535714285714285,35.0,8.270717133644572,0.5867499413232219,0.6258048610930079,0.039054919769786034
q11636,7,0.7142857142857143,33.535714285714285,35.0,8.270717133644572,-0.2109850186642364,0.6258048610930079,0.8367898797572444
q11637,7,0.42857142857142855,33.535714285714285,35.0,8.270717133644572,-1.806454938639154,0.6258048610930079,2.432259799732162
q11638,7,1.0,33.535714285714285,35.0,8.270717133644572,1.3844849013106808,0.6258048610930079,-0.7586800402176729
q11639,3,0.6666666666666666,22.25,23.75,20.291623887703025,-0.4768966719933896,-0.3182017721253867,0.1586948998680029
q1164,36,0.6944444444444444,18.944444444444443,16.0,6.710096633089334,-0.321781540884717,-0.5946987923331656,-0.2729172514484486
q11640,3,0.3333333333333333,22.25,23.75,20.291623887703025,-2.3382782452974595,-0.3182017721253867,2.0200764731720726
